kategori,pertanyaan
cek_tekanan_darah,"['saya', 'ingin', 'tahu', 'kondisi', 'hipertensi', 'lalu', 'periksa']"
cek_tekanan_darah,"['aku', 'mau', 'cek', 'hipertensi', 'nih']"
cek_tekanan_darah,"['saya', 'ingin', 'laku', 'kece', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['aku', 'ken', 'cek', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['ingin', 'tahu', 'kondisi', 'darah', 'tinggi', 'dengan', 'laku', 'periksa']"
cek_tekanan_darah,"['saya', 'ingin', 'ecek', 'kondisi', 'hipertensi', 'yang', 'sedang', 'saya', 'alami']"
cek_tekanan_darah,"['aku', 'ingin', 'laku', 'periksa', 'tekan', 'darah', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'ecek', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['aku', 'ingin', 'periksa', 'kondisi', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'tahu', 'kondisi', 'hipertensi', 'lalu', 'periksa']"
cek_tekanan_darah,"['aku', 'mau', 'cek', 'hipertensi', 'nih']"
cek_tekanan_darah,"['saya', 'ingin', 'laku', 'kece', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['aku', 'ken', 'cek', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['ingin', 'tahu', 'kondisi', 'darah', 'tinggi', 'dengan', 'laku', 'periksa']"
cek_tekanan_darah,"['saya', 'ingin', 'ecek', 'kondisi', 'hipertensi', 'yang', 'sedang', 'saya', 'alami']"
cek_tekanan_darah,"['aku', 'ingin', 'laku', 'periksa', 'tekan', 'darah', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'ecek', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['aku', 'ingin', 'periksa', 'kondisi', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'tahu', 'kondisi', 'hipertensi', 'lalu', 'periksa']"
cek_tekanan_darah,"['aku', 'mau', 'cek', 'hipertensi', 'nih']"
cek_tekanan_darah,"['saya', 'ingin', 'laku', 'kece', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['aku', 'ken', 'cek', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['ingin', 'tahu', 'kondisi', 'darah', 'tinggi', 'dengan', 'laku', 'periksa']"
cek_tekanan_darah,"['saya', 'ingin', 'ecek', 'kondisi', 'hipertensi', 'yang', 'sedang', 'saya', 'alami']"
cek_tekanan_darah,"['aku', 'ingin', 'laku', 'periksa', 'tekan', 'darah', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'ecek', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['aku', 'ingin', 'periksa', 'kondisi', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'tahu', 'kondisi', 'hipertensi', 'lalu', 'periksa']"
cek_tekanan_darah,"['aku', 'mau', 'cek', 'hipertensi', 'nih']"
cek_tekanan_darah,"['saya', 'ingin', 'laku', 'kece', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['aku', 'ken', 'cek', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['ingin', 'tahu', 'kondisi', 'darah', 'tinggi', 'dengan', 'laku', 'periksa']"
cek_tekanan_darah,"['saya', 'ingin', 'ecek', 'kondisi', 'hipertensi', 'yang', 'sedang', 'saya', 'alami']"
cek_tekanan_darah,"['aku', 'ingin', 'laku', 'periksa', 'tekan', 'darah', 'untuk', 'hipertensi']"
bye,"['da', 'da']"
bye,['da']
bye,"['terimakasih', 'tesibot']"
bye,"['oke', 'terimkasih', 'tensibot']"
bye,"['dada', 'tensibot']"
bye,['terimakasih']
bye,"['terimakasih', 'tensibot']"
bye,"['terimakasih', 'banyak']"
bye,['makasih']
bye,"['makasih', 'tensibot']"
bye,"['makasih', 'banyak']"
bye,['bye']
bye,"['bye', 'tensibot']"
bye,"['bye', 'bye']"
bye,"['selamat', 'tinggal', 'tensibot']"
bye,"['selamat', 'tinggal']"
bye,"['wah', 'makasih', 'banyak', 'tensibot']"
bye,"['terimakasih', 'sekali', 'tensibot']"
bye,"['makasih', 'ya', 'tensbot', 'buat', 'saran']"
bye,"['makasih', 'nih', 'buat', 'saran', 'yang', 'beri']"
bye,"['dada', 'makasih', 'banyak', 'lo', 'saran', 'yang', 'kamu', 'kasih']"
bye,"['dada', 'tensibot', 'terimakasih', 'saran']"
bye,"['makasih', 'ya', 'saran', 'yang', 'manfaat']"
bye,"['makasih', 'banget', 'saran']"
bye,"['makasih', 'banyak', 'saran', 'yang', 'kamu', 'kasih']"
bye,"['saran', 'bagus', 'makasih', 'ya']"
bye,"['saran', 'muas', 'makasih', 'banyak']"
bye,"['saran', 'bagus', 'makasih']"
bye,"['sampai', 'jumpa']"
bye,"['hingga', 'jumpa', 'lagi']"
bye,"['terima', 'kasih', 'tensibot']"
bye,"['baik', 'terima', 'kasih', 'tensibot']"
bye,"['sampai', 'jumpa', 'tensibot']"
bye,"['terima', 'kasih']"
bye,"['terima', 'kasih', 'tensibot']"
bye,"['terima', 'kasih', 'banyak']"
bye,['makasih']
bye,"['makasih', 'tensibot']"
bye,"['makasih', 'banyak']"
bye,"['sampai', 'jumpa']"
bye,"['sampai', 'jumpa', 'tensibot']"
bye,"['bye', 'bye']"
bye,"['selamat', 'tinggal', 'tensibot']"
bye,"['selamat', 'tinggal']"
bye,"['terima', 'kasih', 'banyak', 'tensibot']"
bye,"['terima', 'kasih', 'sekali', 'tensibot']"
bye,"['makasih', 'ya', 'tensibot', 'buat', 'saran']"
bye,"['makasih', 'nih', 'buat', 'saran', 'yang', 'beri']"
bye,"['sampai', 'jumpa', 'makasih', 'banyak', 'atas', 'saran', 'yang', 'kamu', 'ikan']"
bye,"['sampai', 'jumpa', 'tensibot', 'terima', 'kasih', 'atas', 'saran']"
bye,"['makasih', 'ya', 'saran', 'sangat', 'manfaat']"
bye,"['makasih', 'banget', 'atas', 'saran']"
bye,"['makasih', 'banyak', 'atas', 'saran', 'yang', 'kamu', 'ikan']"
bye,"['saran', 'yang', 'kamu', 'ikan', 'sangat', 'bagus', 'makasih', 'ya']"
bye,"['terima', 'kasih', 'atas', 'saran', 'yang', 'muas', 'makasih', 'banyak']"
bye,"['saran', 'yang', 'kamu', 'ikan', 'bagus', 'makasih']"
bye,"['saran', 'yang', 'kamu', 'ikan', 'sangat', 'muas', 'makasih', 'banyak']"
bye,"['saran', 'yang', 'kamu', 'ikan', 'bagus', 'makasih']"
bye,"['sampai', 'jumpa']"
bye,"['hingga', 'jumpa', 'lagi']"
bye,"['terima', 'kasih', 'tensibot']"
bye,"['baik', 'terima', 'kasih', 'tensibot']"
bye,"['sampai', 'jumpa', 'tensibot']"
bye,"['terima', 'kasih']"
bye,"['terima', 'kasih', 'tensibot']"
bye,"['terima', 'kasih', 'banyak']"
bye,['makasih']
bye,"['makasih', 'tensibot']"
bye,"['makasih', 'banyak']"
bye,"['sampai', 'jumpa']"
bye,"['sampai', 'jumpa', 'tensibot']"
bye,"['bye', 'bye']"
bye,"['selamat', 'tinggal', 'tensibot']"
bye,"['selamat', 'tinggal']"
bye,"['terima', 'kasih', 'banyak', 'tensibot']"
bye,"['terima', 'kasih', 'sekali', 'tensibot']"
bye,"['makasih', 'ya', 'tensibot', 'buat', 'saran']"
bye,"['makasih', 'nih', 'buat', 'saran', 'yang', 'beri']"
bye,"['sampai', 'jumpa', 'makasih', 'banyak', 'atas', 'saran', 'yang', 'kamu', 'ikan']"
bye,"['sampai', 'jumpa', 'tensibot', 'terima', 'kasih', 'atas', 'saran']"
bye,"['makasih', 'ya', 'saran', 'sangat', 'manfaat']"
bye,"['makasih', 'banget', 'atas', 'saran']"
bye,"['makasih', 'banyak', 'atas', 'saran', 'yang', 'kamu', 'ikan']"
bye,"['saran', 'yang', 'kamu', 'ikan', 'sangat', 'bagus', 'makasih', 'ya']"
bye,"['terima', 'kasih', 'atas', 'saran', 'yang', 'muas', 'makasih', 'banyak']"
bye,"['saran', 'yang', 'kamu', 'ikan', 'bagus', 'makasih']"
bye,"['saran', 'yang', 'kamu', 'ikan', 'sangat', 'muas', 'makasih', 'banyak']"
bye,"['saran', 'yang', 'kamu', 'ikan', 'bagus', 'makasih']"
bye,"['sampai', 'jumpa']"
bye,"['hingga', 'jumpa', 'lagi']"
bye,"['terima', 'kasih', 'tensibot']"
bye,"['baik', 'terima', 'kasih', 'tensibot']"
bye,"['sampai', 'jumpa', 'tensibot']"
bye,"['terima', 'kasih']"
bye,"['terima', 'kasih', 'tensibot']"
bye,"['terima', 'kasih', 'banyak']"
bye,['makasih']
bye,"['makasih', 'tensibot']"
about_Hidroclorthiazide,"['jelas', 'apa', 'itu', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['hidroclorthiazide', 'itu', 'apasih']"
about_Hidroclorthiazide,"['apa', 'itu', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apasih', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['coba', 'jelas', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['jelas', 'kena', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['ken', 'tahu', 'apa', 'itu', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['tensibot', 'obat', 'hidroclorthiazide', 'itu', 'apa', 'sih']"
about_Hidroclorthiazide,"['aku', 'ken', 'tahu', 'hidroclorthiazide', 'itu', 'apa']"
about_Hidroclorthiazide,"['obat', 'hidroclorthiazide', 'itu', 'seperti', 'apa']"
about_Hidroclorthiazide,"['jelas', 'kepada', 'saya', 'kena', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['hidroclorthiazide', 'itu', 'apa']"
about_Hidroclorthiazide,"['gua', 'mau', 'tau', 'tentang', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['ikan', 'jelas', 'kena', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,['hidroclorthiazide']
about_Hidroclorthiazide,"['jelas', 'kena', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'itu', 'hidroclorthiazide', 'dan', 'bagaimana', 'cara', 'kerja']"
about_Hidroclorthiazide,"['hidroclorthiazide', 'itu', 'apa', 'benar']"
about_Hidroclorthiazide,"['apa', 'erti', 'dari', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'maksud', 'dengan', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['coba', 'jelas', 'kena', 'hidroclorthiazide', 'cara', 'detail']"
about_Hidroclorthiazide,"['jelas', 'apa', 'yang', 'perlu', 'tahu', 'tentang', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['saya', 'ingin', 'tahu', 'apa', 'itu', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['tensibot', 'tolong', 'jelas', 'apa', 'itu', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['aku', 'ingin', 'tahu', 'apa', 'itu', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['bagaimana', 'karakteristik', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['jelas', 'kepada', 'saya', 'cara', 'rinci', 'kena', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'itu', 'hidroclorthiazide', 'dan', 'apa', 'manfaat']"
about_Hidroclorthiazide,"['coba', 'ikan', 'jelas', 'tentang', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['saya', 'ingin', 'tahu', 'tentang', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['ikan', 'jelas', 'kena', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'tahu', 'tentang', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['jelas', 'kena', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'itu', 'hidroclorthiazide', 'dan', 'apa', 'fungsi', 'utama']"
about_Hidroclorthiazide,"['coba', 'jelas', 'tentang', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'saya', 'tahu', 'tentang', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['jelas', 'guna', 'dan', 'efek', 'samping', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'itu', 'hidroclorthiazide', 'dan', 'bagaimana', 'cara', 'kerja']"
about_Hidroclorthiazide,"['hidroclorthiazide', 'itu', 'apa', 'benar']"
about_Hidroclorthiazide,"['apa', 'erti', 'dari', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'maksud', 'dengan', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['coba', 'jelas', 'kena', 'hidroclorthiazide', 'cara', 'detail']"
about_Hidroclorthiazide,"['jelas', 'apa', 'yang', 'perlu', 'tahu', 'tentang', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['saya', 'ingin', 'tahu', 'apa', 'itu', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['tensibot', 'tolong', 'jelas', 'apa', 'itu', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['aku', 'ingin', 'tahu', 'apa', 'itu', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['bagaimana', 'karakteristik', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['jelas', 'kepada', 'saya', 'cara', 'rinci', 'kena', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'itu', 'hidroclorthiazide', 'dan', 'apa', 'manfaat']"
about_Hidroclorthiazide,"['coba', 'ikan', 'jelas', 'tentang', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['saya', 'ingin', 'tahu', 'tentang', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['ikan', 'jelas', 'kena', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'tahu', 'tentang', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['jelas', 'kena', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'itu', 'hidroclorthiazide', 'dan', 'apa', 'fungsi', 'utama']"
about_Hidroclorthiazide,"['coba', 'jelas', 'tentang', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'saya', 'tahu', 'tentang', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['jelas', 'guna', 'dan', 'efek', 'samping', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'itu', 'hidroclorthiazide', 'dan', 'bagaimana', 'cara', 'kerja']"
about_Hidroclorthiazide,"['hidroclorthiazide', 'itu', 'apa', 'benar']"
about_Hidroclorthiazide,"['apa', 'erti', 'dari', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'maksud', 'dengan', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['coba', 'jelas', 'kena', 'hidroclorthiazide', 'cara', 'detail']"
about_Hidroclorthiazide,"['jelas', 'apa', 'yang', 'perlu', 'tahu', 'tentang', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['saya', 'ingin', 'tahu', 'apa', 'itu', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['tensibot', 'tolong', 'jelas', 'apa', 'itu', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['aku', 'ingin', 'tahu', 'apa', 'itu', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['bagaimana', 'karakteristik', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['jelas', 'kepada', 'saya', 'cara', 'rinci', 'kena', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'itu', 'hidroclorthiazide', 'dan', 'apa', 'manfaat']"
about_Hidroclorthiazide,"['coba', 'ikan', 'jelas', 'tentang', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['saya', 'ingin', 'tahu', 'tentang', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['ikan', 'jelas', 'kena', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'tahu', 'tentang', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['jelas', 'kena', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'itu', 'hidroclorthiazide', 'dan', 'apa', 'fungsi', 'utama']"
about_Hidroclorthiazide,"['coba', 'jelas', 'tentang', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'saya', 'tahu', 'tentang', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['jelas', 'guna', 'dan', 'efek', 'samping', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'itu', 'hidroclorthiazide', 'dan', 'bagaimana', 'cara', 'kerja']"
about_Hidroclorthiazide,"['hidroclorthiazide', 'itu', 'apa', 'benar']"
about_Hidroclorthiazide,"['apa', 'erti', 'dari', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'maksud', 'dengan', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['coba', 'jelas', 'kena', 'hidroclorthiazide', 'cara', 'detail']"
about_Hidroclorthiazide,"['jelas', 'apa', 'yang', 'perlu', 'tahu', 'tentang', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['saya', 'ingin', 'tahu', 'apa', 'itu', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'siap', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkah', 'khusu', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['bagaimana', 'siap', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'ingat', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'saja', 'langkahlangkah', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['yang', 'harus', 'di', 'ikut', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['step', 'apa', 'yang', 'harus', 'dilakuka', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'saja', 'siap', 'yang', 'perlu', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['bagaimana', 'langkah', 'khusus', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'tindak', 'yang', 'perlu', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'ingat', 'atau', 'langkah', 'penting', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'saja', 'langkahlangkah', 'yang', 'perlu', 'ikut', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'yang', 'perlu', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'langkah', 'khusus', 'yang', 'harus', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['bagaimana', 'tata', 'cara', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'saja', 'langkahlangkah', 'siap', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'ikut', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'yang', 'perlu', 'ambil', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'siap', 'yang', 'perlu', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'instruksi', 'khusus', 'yang', 'harus', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'yang', 'harus', 'ambil', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'tindak', 'yang', 'perlu', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'saja', 'langkahlangkah', 'siap', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'khusus', 'yang', 'harus', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'siap', 'yang', 'harus', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'yang', 'perlu', 'ikut', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'instruksi', 'yang', 'harus', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'langkahlangkah', 'khusus', 'yang', 'harus', 'laku', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'yang', 'harus', 'ambil', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'tindak', 'yang', 'perlu', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'saja', 'langkahlangkah', 'siap', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'khusus', 'yang', 'harus', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'siap', 'yang', 'harus', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'yang', 'perlu', 'ikut', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'instruksi', 'yang', 'harus', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'tindak', 'yang', 'perlu', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'langkahlangkah', 'khusus', 'yang', 'harus', 'laku', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
